ATTRIBUTES:

Attribute #1:C:\Metrics\ics\projects\6.2600J_S25\buonato_NOT.ics
Attribute #2:Test
Attribute #3:dev1
Attribute #4:PASSED
SETUP:NOT  04/18/2025  10:47:19
DATE:04/18/2025
TIME:10:47:19

CONDITIONS:

ID:	VDD	
UNIT:	SMU4	
MODE: STEP	
START:	1	
STOP:	10	
PNTS:	10	
STEP:	1

ID:	I0P	
UNIT:	SMU1	
MODE: SWEEP	
START:	0	
STOP:	10	
PNTS:	51	
STEP:	0.2

ID:	VSS	
UNIT:	SMU2	
START:	0	
STOP:	1	
PNTS:	1	
	STEP:	0

ID:	OUT	
UNIT:	SMU3	
MODE: CONST	
VALUE:	0

DATA:  NOT  04/18/2025  10:47:19

VI0P	II0P	II0P2	II0P3	II0P4	II0P5	II0P6	II0P7	II0P8	II0P9	II0P10	IVSS	IVSS2	IVSS3	IVSS4	IVSS5	IVSS6	IVSS7	IVSS8	IVSS9	IVSS10	VOUT	VOUT2	VOUT3	VOUT4	VOUT5	VOUT6	VOUT7	VOUT8	VOUT9	VOUT10	VVDD	VVDD2	VVDD3	VVDD4	VVDD5	VVDD6	VVDD7	VVDD8	VVDD9	VVDD10	IVDD	IVDD2	IVDD3	IVDD4	IVDD5	IVDD6	IVDD7	IVDD8	IVDD9	IVDD10
4.00000000E+000	-2.37000000E-011	-1.97000000E-011	1.99000000E-011	4.40000000E-012	3.16990000E-011	2.49500000E-011	3.38010000E-011	-2.38500000E-011	6.00010000E-012	-2.56500000E-011	-4.02140000E-006	-1.09300000E-010	-2.84250000E-010	-4.09000000E-010	-5.20910000E-010	-6.11010000E-010	-6.24740000E-010	-7.30350000E-010	-7.20210000E-010	-7.38850000E-010	1.87000000E-001	1.99990000E+000	2.99890000E+000	3.99890000E+000	4.99900000E+000	5.99900000E+000	6.99900000E+000	7.99980000E+000	8.99900000E+000	1.00000000E+001	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.01590000E-006	1.09100000E-010	2.68140000E-010	4.08650000E-010	5.23100000E-010	6.08790000E-010	6.16640000E-010	7.38510000E-010	7.21650000E-010	7.32090000E-010
4.20000000E+000	2.22500000E-011	3.51010000E-011	-2.24500000E-011	-1.86500000E-011	1.75500000E-011	-2.70000000E-012	2.24500000E-011	-2.40500000E-011	9.30010000E-012	-2.16500000E-011	-4.19240000E-006	-6.57310000E-010	-7.64000000E-010	-8.96590000E-010	-7.96740000E-010	-8.72040000E-010	-8.70250000E-010	-1.00400000E-009	-9.68840000E-010	-1.01200000E-009	1.53000000E-001	1.99990000E+000	2.99890000E+000	3.99890000E+000	4.99900000E+000	5.99900000E+000	6.99900000E+000	7.99980000E+000	8.99900000E+000	9.99900000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.18960000E-006	6.50540000E-010	7.57890000E-010	8.66410000E-010	7.31090000E-010	8.23230000E-010	8.49410000E-010	9.27340000E-010	8.81810000E-010	9.12140000E-010
4.40000000E+000	-2.70000000E-012	2.79000000E-011	-2.25500000E-011	-2.62500000E-011	1.20000000E-012	5.89990000E-012	3.18500000E-011	-2.89500000E-011	2.90000000E-011	-1.47500000E-011	-4.31340000E-006	-1.43350000E-009	-1.29300000E-009	-1.35400000E-009	-1.41650000E-009	-1.46600000E-009	-1.40200000E-009	-1.61200000E-009	-1.55100000E-009	-1.57440000E-009	1.27990000E-001	1.99990000E+000	2.99790000E+000	3.99790000E+000	4.99900000E+000	5.99900000E+000	6.99780000E+000	7.99980000E+000	8.99900000E+000	9.99900000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.31300000E-006	1.35300000E-009	1.19350000E-009	1.20400000E-009	1.31190000E-009	1.42240000E-009	1.37090000E-009	1.48840000E-009	1.48550000E-009	1.48250000E-009
4.60000000E+000	-2.65000000E-012	2.96000000E-011	-2.48500000E-011	-1.77500000E-011	-2.37990000E-011	-1.82500000E-011	2.45500000E-011	-6.35000000E-012	3.02500000E-011	2.08000000E-011	-4.39490000E-006	-4.05790000E-009	-3.01040000E-009	-2.94350000E-009	-2.94740000E-009	-3.16640000E-009	-3.04400000E-009	-3.27940000E-009	-3.16490000E-009	-3.24390000E-009	1.12000000E-001	1.99900000E+000	2.99790000E+000	3.99790000E+000	4.99800000E+000	5.99900000E+000	6.99780000E+000	7.99880000E+000	8.99900000E+000	9.99900000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.39240000E-006	4.05590000E-009	3.01000000E-009	2.94240000E-009	2.97290000E-009	3.14340000E-009	3.04250000E-009	3.26250000E-009	3.17200000E-009	3.23040000E-009
4.80000000E+000	2.81990000E-011	-2.28500000E-011	1.66500000E-011	1.87500000E-011	3.04500000E-011	3.24010000E-011	-2.20000000E-012	1.30000000E-012	-2.26000000E-011	-2.73500000E-011	-4.45060000E-006	-7.98710000E-009	-7.03790000E-009	-6.71020000E-009	-6.35780000E-009	-6.69680000E-009	-6.48880000E-009	-6.68230000E-009	-6.49920000E-009	-6.55540000E-009	1.01000000E-001	1.99800000E+000	2.99690000E+000	3.99690000E+000	4.99800000E+000	5.99780000E+000	6.99780000E+000	7.99880000E+000	8.99800000E+000	9.99900000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.44710000E-006	7.49880000E-009	7.03680000E-009	6.58930000E-009	6.34080000E-009	6.67480000E-009	6.50170000E-009	6.68230000E-009	6.49740000E-009	6.53830000E-009
5.00000000E+000	-2.13000000E-011	2.81000000E-011	2.89500000E-011	2.73000000E-011	2.47500000E-011	2.13000000E-011	-2.06000000E-011	2.35500000E-011	-2.77000000E-011	-2.42000000E-011	-4.49390000E-006	-1.53050000E-008	-1.19250000E-008	-1.01850000E-008	-9.72750000E-009	-1.04650000E-008	-9.61110000E-009	-1.03200000E-008	-1.00350000E-008	-1.02800000E-008	9.19990000E-002	1.99600000E+000	2.99600000E+000	3.99690000E+000	4.99680000E+000	5.99680000E+000	6.99680000E+000	7.99780000E+000	8.99710000E+000	9.99710000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.48940000E-006	1.46700000E-008	1.10700000E-008	9.85980000E-009	9.12360000E-009	1.00150000E-008	9.04040000E-009	9.81980000E-009	9.54920000E-009	9.63840000E-009
5.20000000E+000	3.14500000E-011	1.57000000E-011	2.47500000E-011	-2.80000000E-012	-1.95000000E-012	-2.13000000E-011	3.29990000E-011	-2.46490000E-011	3.09990000E-011	2.22000000E-011	-4.52300000E-006	-3.49300000E-008	-2.56950000E-008	-2.13200000E-008	-1.71100000E-008	-2.13600000E-008	-1.58150000E-008	-2.01650000E-008	-1.60400000E-008	-1.60900000E-008	8.49990000E-002	1.99300000E+000	2.99400000E+000	3.99500000E+000	4.99580000E+000	5.99490000E+000	6.99580000E+000	7.99680000E+000	8.99510000E+000	9.99610000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.52250000E-006	3.49590000E-008	2.58950000E-008	2.11450000E-008	1.64600000E-008	2.11900000E-008	1.53250000E-008	2.03700000E-008	1.52700000E-008	1.51750000E-008
5.40000000E+000	-1.52500000E-011	-1.99500000E-011	-2.04500000E-011	1.47500000E-011	2.87000000E-011	1.73500000E-011	6.05010000E-012	1.94500000E-011	1.36000000E-011	-1.26000000E-011	-4.55140000E-006	-7.72050000E-008	-5.34750000E-008	-4.40250000E-008	-3.50560000E-008	-4.15350000E-008	-3.24940000E-008	-3.94100000E-008	-3.21600000E-008	-3.19650000E-008	7.99980000E-002	1.98390000E+000	2.98790000E+000	3.99000000E+000	4.99190000E+000	5.99100000E+000	6.99290000E+000	7.99190000E+000	8.99270000E+000	9.99270000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.55090000E-006	7.64340000E-008	5.36000000E-008	4.36760000E-008	3.53590000E-008	4.19660000E-008	3.21310000E-008	3.93700000E-008	3.19850000E-008	3.19700000E-008
5.60000000E+000	3.55010000E-012	2.49500000E-011	9.44970000E-012	-2.24500000E-011	-1.61000000E-011	4.65010000E-012	-9.55010000E-012	1.50000000E-013	-2.43500000E-011	1.00000000E-013	-4.56950000E-006	-1.25500000E-007	-8.06140000E-008	-8.60560000E-008	-7.10860000E-008	-7.99810000E-008	-6.34240000E-008	-7.56950000E-008	-6.19290000E-008	-6.45560000E-008	7.70000000E-002	1.97400000E+000	2.98190000E+000	3.98100000E+000	4.98490000E+000	5.98290000E+000	6.98580000E+000	7.98490000E+000	8.98580000E+000	9.98580000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.56790000E-006	1.22500000E-007	7.77650000E-008	8.84750000E-008	7.09290000E-008	7.98790000E-008	6.39410000E-008	7.55390000E-008	6.21660000E-008	6.43270000E-008
5.80000000E+000	1.12500000E-011	-2.33500000E-011	2.27990000E-011	-1.00500000E-011	-3.09000000E-011	-2.06500000E-011	1.37500000E-011	-2.89500000E-011	2.20000000E-012	2.65500000E-011	-4.58300000E-006	-2.59140000E-007	-1.16550000E-007	-1.12350000E-007	-9.49650000E-008	-1.03550000E-007	-9.47430000E-008	-1.02450000E-007	-9.21310000E-008	-8.94100000E-008	7.39980000E-002	1.94700000E+000	2.97500000E+000	3.97600000E+000	4.98000000E+000	5.97800000E+000	6.98100000E+000	7.97900000E+000	8.98000000E+000	9.98100000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.58140000E-006	2.59650000E-007	1.14550000E-007	1.09450000E-007	9.24040000E-008	9.79960000E-008	8.87410000E-008	9.63190000E-008	8.66460000E-008	8.43470000E-008
6.00000000E+000	-2.06000000E-011	2.62500000E-011	-1.83000000E-011	1.47500000E-011	-2.66000000E-011	3.02500000E-011	2.69500000E-011	8.05000000E-012	3.08000000E-011	1.80000000E-011	-4.59890000E-006	-5.17840000E-007	-2.46700000E-007	-2.26650000E-007	-1.49990000E-007	-1.57700000E-007	-1.33240000E-007	-1.44140000E-007	-1.33500000E-007	-1.33200000E-007	7.00000000E-002	1.89500000E+000	2.94900000E+000	3.95400000E+000	4.96900000E+000	5.96580000E+000	6.97190000E+000	7.97090000E+000	8.97170000E+000	9.97170000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.59700000E-006	5.19650000E-007	2.45100000E-007	2.23390000E-007	1.44100000E-007	1.57100000E-007	1.30250000E-007	1.43200000E-007	1.30000000E-007	1.30090000E-007
6.20000000E+000	3.60490000E-011	3.26990000E-011	3.19990000E-011	-1.90500000E-011	2.74000000E-011	-2.49000000E-011	-2.59000000E-011	-1.02500000E-011	-1.90500000E-011	-2.10000000E-012	-4.60800000E-006	-7.53640000E-007	-4.91330000E-007	-4.34990000E-007	-3.09840000E-007	-3.07990000E-007	-2.66100000E-007	-2.86340000E-007	-2.68740000E-007	-2.63740000E-007	6.90000000E-002	1.84800000E+000	2.89800000E+000	3.91090000E+000	4.93700000E+000	5.93600000E+000	6.94580000E+000	7.94190000E+000	8.94480000E+000	9.94480000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.60750000E-006	7.25640000E-007	4.92990000E-007	4.35840000E-007	3.05650000E-007	3.08050000E-007	2.66300000E-007	2.83650000E-007	2.66200000E-007	2.63940000E-007
6.40000000E+000	-2.10990000E-011	1.19500000E-011	-2.69500000E-011	2.88000000E-011	-2.39000000E-011	3.02500000E-011	2.16000000E-011	2.92500000E-011	1.19000000E-011	-1.05500000E-011	-4.61840000E-006	-1.15300000E-006	-9.13480000E-007	-7.83440000E-007	-5.86240000E-007	-5.87200000E-007	-5.15280000E-007	-5.56200000E-007	-5.06290000E-007	-5.05500000E-007	6.69980000E-002	1.76600000E+000	2.81400000E+000	3.84090000E+000	4.87790000E+000	5.87990000E+000	6.89500000E+000	7.88700000E+000	8.89700000E+000	9.89700000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.61590000E-006	1.12300000E-006	9.13390000E-007	7.80940000E-007	5.91590000E-007	5.87080000E-007	5.14500000E-007	5.52330000E-007	5.04280000E-007	5.02450000E-007
6.60000000E+000	2.88990000E-011	-2.65000000E-012	-1.60500000E-011	-1.15000000E-012	-3.69990000E-012	-1.17000000E-011	-5.50000000E-012	2.75000000E-011	9.65010000E-012	3.19000000E-011	-4.62400000E-006	-2.08590000E-006	-1.28700000E-006	-1.04850000E-006	-7.75120000E-007	-7.71280000E-007	-9.27600000E-007	-7.65490000E-007	-9.25880000E-007	-9.03640000E-007	6.49990000E-002	1.57700000E+000	2.73900000E+000	3.78700000E+000	4.84200000E+000	5.84400000E+000	6.81080000E+000	7.84500000E+000	8.81200000E+000	9.81690000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.62400000E-006	2.09350000E-006	1.25000000E-006	1.01120000E-006	7.50790000E-007	7.37370000E-007	9.18220000E-007	7.42440000E-007	9.30330000E-007	9.02740000E-007
6.80000000E+000	2.40000000E-012	2.26000000E-011	1.38500000E-011	-1.07500000E-011	2.88500000E-011	-2.35500000E-011	-1.63000000E-011	1.29000000E-011	3.08000000E-011	-1.33500000E-011	-4.63190000E-006	-3.54850000E-006	-2.32100000E-006	-1.48250000E-006	-1.22550000E-006	-1.20150000E-006	-1.24000000E-006	-1.14950000E-006	-1.19400000E-006	-1.20750000E-006	6.39950000E-002	1.28600000E+000	2.52390000E+000	3.69800000E+000	4.75200000E+000	5.75900000E+000	6.75000000E+000	7.76780000E+000	8.75780000E+000	9.75590000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.63290000E-006	3.53690000E-006	2.35190000E-006	1.45050000E-006	1.20100000E-006	1.17050000E-006	1.22250000E-006	1.11500000E-006	1.15600000E-006	1.16800000E-006
7.00000000E+000	-4.20000000E-012	-2.46000000E-011	-2.26500000E-011	1.08500000E-011	-2.36490000E-011	3.13490000E-011	2.21000000E-011	-8.80000000E-012	-2.47500000E-011	1.65000000E-011	-4.63750000E-006	-5.01750000E-006	-4.10460000E-006	-2.68050000E-006	-2.32100000E-006	-2.21640000E-006	-2.25750000E-006	-2.06190000E-006	-2.15100000E-006	-2.15340000E-006	6.30000000E-002	9.87980000E-001	2.17600000E+000	3.45590000E+000	4.52690000E+000	5.55100000E+000	6.54200000E+000	7.58590000E+000	8.56300000E+000	9.56590000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.63800000E-006	4.99100000E-006	4.07100000E-006	2.67800000E-006	2.32250000E-006	2.22490000E-006	2.25040000E-006	2.05650000E-006	2.14450000E-006	2.13550000E-006
7.20000000E+000	3.24500000E-011	3.56500000E-011	2.95000000E-011	1.35000000E-012	3.52500000E-011	-2.30000000E-011	-2.29500000E-011	-4.99980000E-014	1.73500000E-011	-2.38500000E-011	-4.64450000E-006	-6.29740000E-006	-6.37790000E-006	-4.76000000E-006	-4.12090000E-006	-3.89690000E-006	-3.94210000E-006	-3.60250000E-006	-3.66090000E-006	-3.69050000E-006	6.09990000E-002	7.29980000E-001	1.71300000E+000	3.04200000E+000	4.16600000E+000	5.21480000E+000	6.20700000E+000	7.26880000E+000	8.26070000E+000	9.25780000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.64450000E-006	6.29650000E-006	6.35440000E-006	4.75190000E-006	4.09600000E-006	3.88340000E-006	3.91340000E-006	3.60100000E-006	3.64600000E-006	3.67090000E-006
7.40000000E+000	-1.88500000E-011	-1.99500000E-011	-2.42000000E-011	-1.71500000E-011	-2.22500000E-011	8.05000000E-012	2.88000000E-011	1.38000000E-011	6.95000000E-012	3.12000000E-011	-4.65150000E-006	-7.22450000E-006	-8.75540000E-006	-7.86880000E-006	-6.81750000E-006	-6.56350000E-006	-6.53140000E-006	-6.00540000E-006	-6.04540000E-006	-5.95880000E-006	5.99990000E-002	5.37990000E-001	1.23400000E+000	2.41390000E+000	3.62100000E+000	4.67600000E+000	5.68480000E+000	6.78880000E+000	7.77880000E+000	8.80080000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.64890000E-006	7.23240000E-006	8.69530000E-006	7.82130000E-006	6.73880000E-006	6.54440000E-006	6.45990000E-006	5.97650000E-006	6.00240000E-006	5.92210000E-006
7.60000000E+000	4.40500000E-011	1.83000000E-011	-2.57500000E-011	-8.35020000E-012	2.27990000E-011	-1.33500000E-011	1.67000000E-011	4.29990000E-012	-4.84990000E-012	2.92000000E-011	-4.65590000E-006	-7.88510000E-006	-9.28250000E-006	-9.48600000E-006	-8.24870000E-006	-7.75980000E-006	-7.64940000E-006	-7.22750000E-006	-7.16750000E-006	-7.06550000E-006	5.90000000E-002	4.07990000E-001	1.12400000E+000	2.07500000E+000	3.33300000E+000	4.43290000E+000	5.45700000E+000	6.53300000E+000	7.55400000E+000	8.57670000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.65550000E-006	7.86600000E-006	9.14840000E-006	9.27320000E-006	7.92040000E-006	7.47780000E-006	7.40540000E-006	6.99800000E-006	6.90550000E-006	6.77930000E-006
7.80000000E+000	-2.35000000E-012	1.05000000E-012	-1.43000000E-011	3.28010000E-011	-1.35000000E-012	-2.15000000E-011	-1.98000000E-011	2.67500000E-011	1.63500000E-011	4.29990000E-012	-4.66240000E-006	-8.34650000E-006	-1.03050000E-005	-1.16200000E-005	-1.08350000E-005	-1.03600000E-005	-1.02100000E-005	-9.65920000E-006	-9.46180000E-006	-9.20470000E-006	5.79990000E-002	3.15000000E-001	9.15980000E-001	1.66000000E+000	2.81200000E+000	3.91490000E+000	4.93480000E+000	6.05490000E+000	7.08400000E+000	8.14500000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.66030000E-006	8.34000000E-006	1.02100000E-005	1.14300000E-005	1.07200000E-005	1.01170000E-005	9.96840000E-006	9.36960000E-006	9.18940000E-006	9.01290000E-006
8.00000000E+000	3.19000000E-011	-3.74990000E-012	-1.95000000E-011	2.13500000E-011	-1.21000000E-011	-8.10020000E-012	-3.80010000E-012	-3.12990000E-011	2.08000000E-011	-3.05000000E-011	-4.66800000E-006	-8.66740000E-006	-1.18650000E-005	-1.47950000E-005	-1.64000000E-005	-1.40000000E-005	-1.35750000E-005	-1.33550000E-005	-1.29150000E-005	-1.24650000E-005	5.69990000E-002	2.49000000E-001	6.04000000E-001	9.76990000E-001	1.68300000E+000	3.16490000E+000	4.25000000E+000	5.30690000E+000	6.39380000E+000	7.48390000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.66500000E-006	8.66130000E-006	1.18450000E-005	1.47900000E-005	1.63950000E-005	1.36550000E-005	1.32150000E-005	1.29650000E-005	1.25150000E-005	1.22150000E-005
8.20000000E+000	4.17000000E-011	4.75500000E-011	3.60990000E-011	-6.50000000E-013	1.95000000E-012	-1.20000000E-012	1.05000000E-012	-3.71510000E-011	1.13500000E-011	-1.70000000E-011	-4.67110000E-006	-8.88760000E-006	-1.26850000E-005	-1.64200000E-005	-1.97200000E-005	-2.10850000E-005	-2.20650000E-005	-2.21450000E-005	-2.17800000E-005	-2.10500000E-005	5.60000000E-002	2.04990000E-001	4.35990000E-001	6.83990000E-001	1.01600000E+000	1.73900000E+000	2.54990000E+000	3.51600000E+000	4.59790000E+000	5.74290000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.67250000E-006	8.88620000E-006	1.26800000E-005	1.64100000E-005	1.97050000E-005	2.10250000E-005	2.20250000E-005	2.20400000E-005	2.17850000E-005	2.10350000E-005
8.40000000E+000	4.40000000E-011	-7.79990000E-012	-1.19500000E-011	4.84990000E-012	3.27510000E-011	1.58490000E-011	2.43000000E-011	1.80000000E-011	-3.53000000E-011	3.41010000E-011	-4.67690000E-006	-9.05160000E-006	-1.31800000E-005	-1.72800000E-005	-2.12400000E-005	-2.46300000E-005	-2.81250000E-005	-3.09740000E-005	-3.29690000E-005	-3.29050000E-005	5.60000000E-002	1.72000000E-001	3.36000000E-001	5.09000000E-001	7.07980000E-001	1.02300000E+000	1.31900000E+000	1.74500000E+000	2.35790000E+000	3.36500000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.67250000E-006	9.04920000E-006	1.31700000E-005	1.72650000E-005	2.12200000E-005	2.46150000E-005	2.81000000E-005	3.09200000E-005	3.27990000E-005	3.27490000E-005
8.60000000E+000	1.11100000E-010	6.66490000E-011	5.47490000E-011	4.55000000E-011	-3.50000000E-013	-8.20010000E-012	-1.65000000E-011	-1.18000000E-011	4.45490000E-011	-2.40500000E-011	-4.67850000E-006	-9.16940000E-006	-1.35150000E-005	-1.78450000E-005	-2.21100000E-005	-2.61500000E-005	-3.03290000E-005	-3.43190000E-005	-3.81990000E-005	-4.16190000E-005	5.39990000E-002	1.48000000E-001	2.69000000E-001	3.94000000E-001	5.34000000E-001	7.18990000E-001	8.75980000E-001	1.06700000E+000	1.28600000E+000	1.59500000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.67850000E-006	9.16940000E-006	1.35100000E-005	1.78350000E-005	2.20950000E-005	2.61250000E-005	3.02640000E-005	3.43250000E-005	3.81750000E-005	4.15740000E-005
8.80000000E+000	9.08500000E-011	6.41520000E-011	3.56000000E-011	1.50000000E-011	5.97990000E-011	6.11990000E-011	5.13000000E-011	4.74000000E-011	-3.99990000E-012	4.31500000E-011	-4.68460000E-006	-9.25920000E-006	-1.37350000E-005	-1.82100000E-005	-2.26450000E-005	-2.70000000E-005	-3.14340000E-005	-3.57790000E-005	-4.01290000E-005	-4.43400000E-005	5.39990000E-002	1.30000000E-001	2.25000000E-001	3.21000000E-001	4.22990000E-001	5.45990000E-001	6.49990000E-001	7.72000000E-001	8.97000000E-001	1.04200000E+000	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.68250000E-006	9.25550000E-006	1.37300000E-005	1.82000000E-005	2.26450000E-005	2.69800000E-005	3.14190000E-005	3.57650000E-005	4.00990000E-005	4.43090000E-005
9.00000000E+000	2.04350000E-010	9.88010000E-011	7.35480000E-011	8.96990000E-011	4.94010000E-011	2.84500000E-011	3.20510000E-011	3.53000000E-011	5.95500000E-011	3.73000000E-011	-4.68640000E-006	-9.32300000E-006	-1.38950000E-005	-1.84750000E-005	-2.30450000E-005	-2.75350000E-005	-3.21100000E-005	-3.66340000E-005	-4.11790000E-005	-4.56590000E-005	5.30000000E-002	1.17000000E-001	1.92000000E-001	2.67990000E-001	3.43000000E-001	4.35990000E-001	5.13000000E-001	6.00010000E-001	6.82980000E-001	7.76980000E-001	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.68500000E-006	9.31840000E-006	1.38900000E-005	1.84850000E-005	2.30340000E-005	2.75300000E-005	3.20900000E-005	3.66200000E-005	4.11590000E-005	4.56400000E-005
9.20000000E+000	2.24350000E-010	1.79050000E-010	1.39200000E-010	9.23990000E-011	8.76490000E-011	1.04600000E-010	8.20000000E-011	6.89010000E-011	7.49520000E-011	4.55000000E-011	-4.69200000E-006	-9.37240000E-006	-1.40100000E-005	-1.86600000E-005	-2.33000000E-005	-2.79150000E-005	-3.25650000E-005	-3.71750000E-005	-4.18240000E-005	-4.64300000E-005	5.20000000E-002	1.07000000E-001	1.69000000E-001	2.30000000E-001	2.91990000E-001	3.60990000E-001	4.20000000E-001	4.91990000E-001	5.49990000E-001	6.18990000E-001	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.68850000E-006	9.37190000E-006	1.40050000E-005	1.86540000E-005	2.32950000E-005	2.79000000E-005	3.25550000E-005	3.71540000E-005	4.18140000E-005	4.64190000E-005
9.40000000E+000	3.85650000E-010	2.20800000E-010	1.64850000E-010	1.69450000E-010	1.72300000E-010	1.38550000E-010	1.54150000E-010	1.40600000E-010	1.04200000E-010	1.41700000E-010	-4.69500000E-006	-9.41060000E-006	-1.41000000E-005	-1.88400000E-005	-2.34940000E-005	-2.81700000E-005	-3.28740000E-005	-3.75550000E-005	-4.22650000E-005	-4.69390000E-005	5.20000000E-002	9.89990000E-002	1.50000000E-001	1.94000000E-001	2.52990000E-001	3.08990000E-001	3.56990000E-001	4.14000000E-001	4.61000000E-001	5.17000000E-001	1.00000000E+000	2.00000000E+000	3.00000000E+000	4.00000000E+000	5.00000000E+000	6.00000000E+000	7.00000000E+000	8.00000000E+000	9.00000000E+000	1.00000000E+001	4.69390000E-006	9.40830000E-006	1.40950000E-005	1.88000000E-005	2.34940000E-005	2.81650000E-005	3.28640000E-005	3.75450000E-005	4.22540000E-005	4.69350000E-005
